name,price,mileage,engine_cc,kilometer_run,types,age
Benelli TNT 15,115000,35.0,150.0,45000.0,1.0,6.0
Honda XR190L,650000,45.0,190.0,27000.0,1.0,3.0
Ktm Rc 200 2022 Model For Sale 9823329921 bike owner number ,520000,35.0,200.0,6500.0,1.0,3.0
R15 V4 (Red Colour) On Sale. Contact 9808572809,449000,45.0,155.0,15000.0,1.0,3.0
Tvs Styker 125cc Disk Break 145 Lot Sale Or Ex,149000,50.0,125.0,11000.0,1.0,3.0
Tvs Ronin 225cc 147 Lot Sale Or Ex,369000,35.0,225.0,14000.0,1.0,2.0
128 lot dio dx,175000,40.0,109.0,26000.0,0.0,4.0
Honda XR 190 L,600000,40.0,190.0,10500.0,1.0,4.0
Fz V3 Fi Abs 050 Lot,325000,45.0,149.0,12000.0,1.0,3.0
BULLET BIKE ON RENTAL RS. 2500 ONLY,2500,35.0,350.0,5000.0,1.0,3.0
"Dominar250D
2021model
Tax Clearance Upto 2083",260000,25.0,250.0,22724.0,1.0,4.0
Pulsar 150 Single Dics ,155000,40.0,150.0,25000.0,1.0,6.0
Ns 200,235000,40.0,200.0,24000.0,1.0,3.0
Ns 200,128000,35.0,200.0,39000.0,1.0,10.0
Xr190 ,520000,45.0,190.0,21000.0,1.0,5.0
royal enfield reborn 350 on sale,439999,35.0,350.0,2890.0,1.0,2.0
Duke 250 Bs6,390000,25.0,249.0,23500.0,1.0,5.0
PULSAR NS 160,99000,40.0,160.0,31490.0,1.0,8.0
Pulsar 220F Bike 2017 model 85 lot,140000,32.0,220.0,32000.0,1.0,8.0
130000 Ma NTORQ TVS SCOOTER,140000,34.0,125.0,25.0,0.0,5.0
Tvs Phonex Bike 125cc,65000,65.0,125.0,35000.0,1.0,8.0
Bajaj Pulsar 220 82 Lot Sale Or Exchange,139000,40.0,220.0,42000.0,1.0,8.0
Super Splender i3s 125cc,137999,50.0,125.0,14000.0,1.0,6.0
Ktm Duke 139lot On Sale Or Exchange,410000,35.0,200.0,12000.0,1.0,3.0
Honda Shine Disk Break 134 Lot Sale Or Ex,189000,45.0,125.0,15000.0,1.0,4.0
Yamaha R15s 2017  model 29 lot,125000,28.0,149.0,44000.0,1.0,8.0
Ktm Duke 200cc Lot 85 9823657076,233000,35.0,200.0,28.0,1.0,8.0
Bajaj Pulsar 220cc Lot 77 9823657076,123000,35.0,220.0,28000.0,1.0,9.0
Reborn 350 Classic,449000,30.0,350.0,16000.0,1.0,2.0
Honda Aviator,132000,40.0,110.0,38000.0,0.0,7.0
Pulsar 150,229000,45.0,150.0,15000.0,1.0,2.0
KTM Duke 390,295000,28.0,375.0,39500.0,1.0,9.0
Single Hand Powerful Yamaha FZ25 FZ250 Fresh,249999,30.0,250.0,41000.0,1.0,6.0
Bajaj Avanger 220 Cruise 82 Lot 9823657076,115000,45.0,220.0,22000.0,1.0,8.0
Honda Dio Scooter,55000,55.0,125.0,4000.0,0.0,13.0
Ktm Duke 200 93 Lot Sale Or Exchange 2018 Model,299000,35.0,200.0,24000.0,1.0,8.0
Yahama Rayz Hybrid 125cc 151 Lot Sale Or Ex,274000,58.0,125.0,7000.0,0.0,1.0
Dominar 400 well maintained bike,410000,30.0,400.0,9576.0,1.0,3.0
Ktm Duke 200 Abs Fi 139 Lot Sale Or Ex,419000,40.0,200.0,13000.0,1.0,3.0
Hartford Vr 150H,90000,45.0,150.0,57456.0,1.0,13.0
Mt 15,498000,45.0,155.0,6000.0,1.0,1.0
scooter on sale fresh good mileage good pickup,129999,40.0,109.0,29000.0,0.0,8.0
"R15m 
036 Lot 9803130319",415000,45.0,155.0,9576.0,1.0,3.0
ray,89000,38.0,110.0,35000.0,0.0,8.0
150,135000,38.0,150.0,35000.0,1.0,8.0
Royal Enfield reborn on Sale on best price  ,499000,35.0,350.0,6500.0,1.0,1.0
Pulsar 150AS,85000,45.0,150.0,33.0,1.0,9.0
Crossfire xzrr for sale,330000,20.0,250.0,35000.0,1.0,9.0
Fz V2.0 120 Lot Sale Or Exchange ,215000,50.0,150.0,18000.0,1.0,5.0
Ns 200 Abs Fi 129 Lot Sale Or Exchange,225000,45.0,200.0,35000.0,1.0,4.0
Bike on Sale,230000,30.0,200.0,34000.0,1.0,6.0
Vespa SXL 150 CC 1 45 000/- 2017model ,145000,30.0,150.0,32000.0,0.0,8.0
Tvs 200 4 vs,200000,35.0,200.0,11000.0,1.0,5.0
Ktm 390 Adventure In Best Condition|All Accesories,750000,28.0,390.0,24.0,1.0,4.0
FZ V2 70k running Jankpur lot,140000,40.0,150.0,75000.0,1.0,8.0
KTM RC 390 on sale,550000,30.0,390.0,8000.0,1.0,4.0
Bajaj NS 200,230000,35.0,200.0,30000.0,1.0,6.0
Cbz Xtreme,70000,50.0,150.0,61000.0,1.0,15.0
BMW 310GS,900000,30.0,310.0,22000.0,1.0,6.0
husqvarna svartpilen 250 Urgent Sale,350000,30.0,250.0,16000.0,1.0,4.0
ns 200,130000,30.0,200.0,28728.0,1.0,7.0
Avenger 220 (single Hand) genuine KM 26 632 on sel,186500,32.0,220.0,26632.0,1.0,8.0
FZ25 ABS,270000,40.0,250.0,19152.0,1.0,5.0
FZs yamaha,150000,45.0,149.0,22000.0,1.0,9.0
Yamaha r3 ,680000,22.0,321.0,20.0,1.0,9.0
R15,129999,45.0,150.0,38304.0,1.0,9.0
APRILIA STORM 125,149999,35.0,125.0,14364.0,0.0,4.0
Royal Enfield Classic 500( Chrome Edition),400000,25.0,500.0,26520.0,1.0,8.0
duke 250 bs4,400000,28.0,250.0,25000.0,1.0,7.0
Duke 200,450000,31.0,200.0,8800.0,1.0,1.0
Crossfire RM250 (2021 last model),480000,25.0,250.0,24000.0,1.0,4.0
160 RTR Apache 2018 model for sale  Bansbari Kathm,165,53.0,160.0,47000.0,1.0,7.0
Jawa 42 on sale super fresh 126 lot 2021 last ,380,30.0,350.0,14364.0,1.0,4.0
Hero Supersplendor 125cc 95 Lot Sale Or Ex,119000,55.0,125.0,19000.0,1.0,8.0
Honda Unicorn 160cc 1 Hand Super fresh Urgent Sell,125000,40.0,160.0,40000.0,1.0,7.0
Ktm Duke 200 bs6,380000,35.0,200.0,19.0,1.0,4.0
Gixxer Bike For sale ,110000,30.0,155.0,50000.0,1.0,7.0
Ace British 400 on Sale,290000,30.0,400.0,12800.0,1.0,8.0
Ntorq On Sale,160000,30.0,125.0,30000.0,0.0,4.0
Ktm duke 390,515000,20.0,390.0,31000.0,1.0,6.0
Bike On Sell ,155000,33.0,160.0,30000.0,1.0,7.0
Honda Shine Diskbreak 134 Lot Sale Or Exchange,189000,55.0,125.0,15000.0,1.0,3.0
Motrac 125,78999,25.0,125.0,25000.0,1.0,8.0
Single Hand Vespa Sxl (Fixed Price),79999,30.0,150.0,25000.0,0.0,9.0
suzuki 250 bikrima,340000,35.0,250.0,35500.0,1.0,6.0
Runner 200 On Sale,145000,35.0,200.0,12000.0,1.0,6.0
Honda Grazia Fi 142lot On Sale Or Exchange,249000,45.0,125.0,8000.0,1.0,3.0
Yamaha V3 Double Abs,230000,40.0,155.0,37000.0,1.0,5.0
BMW Moter Bike,900000,35.0,310.0,4000.0,1.0,3.0
Bike dominar,525000,35.0,400.0,7888.0,1.0,1.0
MT 15,400000,45.0,155.0,14.0,1.0,2.0
Tvs Appachi 200 Abs Fi 141 Lot Sale Or Exchange,279000,40.0,200.0,12000.0,1.0,3.0
Apache Rtr 1604v 102lot On Sale Or Exchange,159000,40.0,160.0,23940.0,1.0,6.0
Tvs Apache 200 141lot On Sale Or Exchange,259000,35.0,200.0,9576.0,1.0,3.0
Tvs Appachi 1604v Double Disk 102 Lot Sale Or Ex,159000,40.0,160.0,29000.0,1.0,6.0
Hero160cc Fi +abs extreme 123 lot 2021,169999,55.0,160.0,13.0,1.0,4.0
R15,100000,45.0,149.0,17288.0,1.0,9.0
86 lot Spenldor+ 2017 model ,95000,65.0,110.0,33516.0,1.0,8.0
SUZUKI GIXER SF155 ,110000,45.0,155.0,40000.0,1.0,10.0
as 200,95000,30.0,200.0,29000.0,1.0,10.0
BAJAJ RS 200 On Sale & Exchange,160000,35.0,200.0,24000.0,1.0,10.0
Benelli 302s for sale ,540000,35.0,302.0,33000.0,1.0,6.0
Honda Aviator,170000,35.0,110.0,22000.0,0.0,4.0
R15 V4.0 M 137 Lot Sale Or Exchange ,455000,45.0,155.0,5000.0,1.0,3.0
Aprilia Sr 125 119 Lot Sale Or Exchange ,165000,40.0,125.0,5500.0,0.0,5.0
Pulsar 220,130000,30.0,220.0,39.0,1.0,9.0
"Duke 200 On Sale 
Cn 9808069712",230000,40.0,200.0,46000.0,1.0,9.0
"Ns 200 On Sale 
Cn 9808069712",160000,30.0,200.0,36000.0,1.0,7.0
"Benelli 300 On Sale 
Cn 9808069712",360000,30.0,300.0,31000.0,1.0,8.0
CF Moto 400NK,350000,30.0,400.0,16000.0,1.0,6.0
Ns200 Blue and Black.singal hand ho tax clear2081,120000,35.0,200.0,33000.0,1.0,10.0
Classic 350 On Sale,399000,35.0,350.0,32000.0,1.0,6.0
Aviator for sell,129000,36.0,109.0,32000.0,1.0,7.0
Taro Motor AlexOne 150Cc 134 Lots Sale/Xchange,199900,30.0,150.0,14000.0,1.0,3.0
Bajaj Pulsar 150cc 115 Lot 2020 Model Sale Or Ex,189000,45.0,150.0,18000.0,1.0,5.0
Aprilia Sr 150,195000,45.0,150.0,14000.0,0.0,3.0
Duke 200,400000,30.0,200.0,20000.0,0.0,3.0
Super Splendor 74 Lot Sale Or Exchange ,92000,55.0,125.0,35000.0,1.0,9.0
Honda shine fresh condition,120000,56.0,125.0,50000.0,1.0,9.0
XR 190 For Sale,488000,50.0,190.0,25000.0,1.0,7.0
R15M - 12000kms run - 2023 model for sale,500000,50.0,155.0,6000.0,1.0,2.0
BENELLI PANAREA 125 EFI SCOOTER SELL IN BHAKTAPUR,250000,50.0,125.0,0.0,1.0,4.0
Cb350rs For Sale,690000,33.5,350.0,21000.0,1.0,3.0
FZ X YAMAHA (Like brand new),345000,40.0,150.0,4000.0,1.0,2.0
TVS Apache full fresh condition   Rs 75000,75000,35.0,159.0,30000.0,1.0,12.0
Pulsar 220,99999,35.0,220.0,61000.0,1.0,16.0
Odometer for Crf 250l and Rally,48500,30.0,250.0,0.0,1.0,6.0
Suzuki GN 125,160000,45.0,125.0,32000.0,1.0,15.0
Honda CB Hornet 160R,180000,45.0,163.0,42000.0,1.0,7.0
"Duke 200 Bs6 Model 
041 Lot 9843645282",435000,35.0,200.0,14000.0,1.0,3.0
Aprilia SR Raceing 150Cc 131 Lots Sale/Xchange,183900,30.0,150.0,11000.0,0.0,4.0
Bajaj Avenger,140000,45.0,149.0,47000.0,1.0,8.0
pulsar 150cc 48 lot no provlems,75000,40.0,150.0,65000.0,1.0,14.0
BMW 310GS,850000,30.0,310.0,21136.0,1.0,6.0
Hero Xtreme,130000,45.0,200.0,16000.0,1.0,6.0
rieju bike,300000,20.0,125.0,50000.0,1.0,15.0
Honda Dream Yoga 110cc,65000,55.0,110.0,34000.0,1.0,12.0
tvs ronin 225,340000,35.0,225.0,10000.0,1.0,2.0
2016 model avenger 150 (NUMBER 9703318215),100000,45.0,150.0,24000.0,1.0,10.0
YAMAHA FZ25 250,170000,30.0,250.0,48000.0,1.0,7.0
[URGENT - LIKE NEW ] | XPULSE 200 ,290000,37.5,199.0,11000.0,1.0,4.0
Suzuki GZ 250 Japanese sale or exchange ,350000,25.0,250.0,40.0,1.0,25.0
Atorq scooter sale,165000,45.0,125.0,21000.0,0.0,5.0
yamaha fz on sale,160000,45.0,150.0,28728.0,1.0,7.0
For Sale: 2016 Royal Enfield Bullet 350,310000,45.0,350.0,38304.0,1.0,9.0
duke 390 bs6 ugrnet sell,510000,25.0,390.0,100000.0,1.0,4.0
Hero Xterm cbz 103 Lots Sale/Xchange,87900,45.0,150.0,15000.0,1.0,7.0
TVS Phoenix 125cc (76 lot),122000,45.0,125.0,27000.0,1.0,9.0
Crossfire XZ 250,300000,18.0,250.0,18000.0,1.0,9.0
Avenger 220 2020 Model,270000,35.0,220.0,21500.0,1.0,5.0
CB unicorn 150,90000,47.0,150.0,39999.0,1.0,10.0
Rtr200 4v,155000,38.0,200.0,26000.0,1.0,7.0
Brand New Apache RTR 200 4v 2022 Last 14k genuine,275000,40.0,200.0,14000.0,1.0,3.0
Brand New Apache RTR 200 4v 2022 Last 14k genuine,275000,40.0,200.0,14000.0,1.0,3.0
KTM Duke 250 - 2019,550000,30.0,250.0,26000.0,1.0,6.0
Bajaj NS 200,170000,40.0,200.0,24000.0,1.0,8.0
Duke 200 ,200000,43.0,200.0,18000.0,1.0,11.0
Yamaha FZ250,155000,35.0,250.0,30.0,1.0,6.0
Benelli TNT 135,160000,40.0,135.0,19000.0,1.0,7.0
Bike on Sale,165000,40.0,125.0,35000.0,1.0,6.0
Bajaj Pulsar 200 NS 2016 Model,170000,35.0,200.0,24000.0,1.0,9.0
benelli leoncino 250,450000,40.0,250.0,16000.0,1.0,5.0
150 pulsar,90000,40.0,150.0,0.0,1.0,12.0
82 Lot New Model Beneli TNT On Sales Or Exchange,168000,45.0,250.0,27000.0,1.0,8.0
TVS APACHE RTR - 160cc,205000,35.0,160.0,13150.0,1.0,4.0
Pulsar 150 2005 model,44000,40.0,150.0,61000.0,1.0,20.0
Aprilia Sr 125,148000,35.0,125.0,23000.0,0.0,4.0
Honda Unicorn ,116000,42.0,160.0,36000.0,1.0,10.0
Fz Yamaha bike,120000,25.0,151.0,61000.0,1.0,15.0
Bajaj Ns 200 Like new  Good Engine,165000,35.0,200.0,38.0,1.0,8.0
Dio On Sell,162000,40.0,122.0,12000.0,0.0,6.0
Bike,150000,35.0,200.0,30000.0,1.0,8.0
Destini 125 023 lot on sale,110000,35.0,125.0,19152.0,0.0,5.0
NS 200 BS7 on sale. Urgent sale. 18500km run.,320000,40.0,200.0,2700.0,1.0,2.0
Urgent Duke 200 On Sale,220000,35.0,200.0,34000.0,1.0,9.0
CrossfireXZ250RR,290000,22.0,250.0,33516.0,1.0,8.0
Benelli Tnt 150,150000,40.0,150.0,17000.0,1.0,6.0
XR 190l,470000,45.0,190.0,27000.0,1.0,6.0
Yamaha R3,559999,22.0,320.0,13000.0,1.0,9.0
Bike Sell,525000,35.0,350.0,24000.0,1.0,4.0
ktm duke 200,130000,35.0,200.0,57456.0,1.0,13.0
Yamaha Fazer,75000,35.0,160.0,60000.0,1.0,14.0
Ns 200 fi abs,330000,40.0,200.0,11000.0,1.0,3.0
Duke 200 bs6 For sale,450000,30.0,200.0,6600.0,1.0,4.0
Fz 250,200000,30.0,250.0,13750.0,1.0,6.0
Honda CBR 250R,400000,30.0,250.0,3000.0,1.0,25.0
bike on sale,200000,30.0,250.0,9000.0,1.0,4.0
Super spender bike on sale ,125000,55.0,125.0,33516.0,1.0,8.0
 Yamaha ZR Street Rally 113cc,125000,35.0,113.0,18821.0,0.0,7.0
Yamaha FZS V2 2021,320000,50.0,150.0,5500.0,1.0,4.0
Pulsar 180,30000,30.0,180.0,42000.0,1.0,16.0
Crossfire Tracker 249  Not Ridden Much,225000,34.0,249.0,5560.0,1.0,4.0
FZ 250 DUAL CHANNEL ABS ,200000,35.0,250.0,17000.0,1.0,3.0
"KTM Duke 250
Model : 17
No Engine Sound",280000,35.0,250.0,45000.0,1.0,7.0
Mt-15 on sale ,370000,35.0,155.0,14364.0,1.0,4.0
Yamaha SZS Motorcycle  black,75000,50.0,153.0,21000.0,1.0,11.0
Mt15 For Sale,300000,40.0,155.0,25220.0,1.0,5.0
Pulsar 150,155000,40.0,150.0,33000.0,1.0,7.0
Vespa 125,130000,40.0,125.0,11000.0,0.0,7.0
New Electric Scooter,99999,60.0,100.0,60.0,0.0,7.0
Suzuki Gixxer 155cc 2015model,120000,37.0,160.0,25786.0,1.0,10.0
Pulsar 220 Urgent Sale,158000,35.0,220.0,22000.0,1.0,9.0
Ace British 400 On Sale,250000,30.0,400.0,16000.0,1.0,9.0
Mt 15 bike,220000,45.0,155.0,20000.0,1.0,6.0
Benelli TNT 300 ABS,500000,30.0,300.0,8829.0,1.0,7.0
TVS NTORQ 125cc with embossed number ,175000,35.0,125.0,8000.0,0.0,4.0
Pulsar Bike On Sale,122000,40.0,150.0,100000.0,1.0,9.0
Crf250l,1450000,30.0,250.0,6000.0,1.0,6.0
pulsar 150 tw bike urgent sell,150000,45.0,150.0,11000.0,1.0,5.0
Fresh Dominar 400 CC for sale,420000,28.0,400.0,18300.0,1.0,6.0
